stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
1496,"SAINT-PAUL-DE-VARCES, PLACE",45.07167,5.6426,,GENSPAULMAI,0
1497,"SAINT-PAUL-DE-VARCES, LA CROIX",45.07055,5.64494,,GENCROIX,0
1498,"SAINT-PAUL-DE-VARCES, LA CROIX",45.0705,5.64492,,GENCROIX,0
1499,"SAINT-PAUL-DE-VARCES, LA GARDE",45.07049,5.65062,,GENGARDE,0
1500,"SAINT-PAUL-DE-VARCES, LA GARDE",45.07042,5.65059,,GENGARDE,0
1501,"SAINT-PAUL-DE-VARCES, LA BASCULE",45.07181,5.65496,,GENBASCULE,0
1502,"SAINT-PAUL-DE-VARCES, LA BASCULE",45.07174,5.65502,,GENBASCULE,0
1503,"SAINT-PAUL-DE-VARCES, LE POULAT",45.07444,5.66002,,GENPOULAT,0
1504,"SAINT-PAUL-DE-VARCES, LE POULAT",45.07439,5.66012,,GENPOULAT,0
1505,"SAINT-PAUL-DE-VARCES, LE MEINGET",45.07973,5.66297,,GENMEINGET,0
1506,"SAINT-PAUL-DE-VARCES, LE MEINGET",45.07922,5.66282,,GENMEINGET,0
1531,"MURIANETTE, LA BRIOT",45.19328,5.82041,,GENBRIOT,1
1532,"MURIANETTE, LA BRIOT",45.19299,5.81948,,GENBRIOT,1
1548,"SAINT-EGREVE, ROCHEPLEINE",45.24435,5.67492,,GENROCHEPLE,1
1549,"SAINT-EGREVE, ROCHEPLEINE",45.24459,5.67517,,GENROCHEPLE,1
1550,"SAINT-MARTIN-D'HERES, CHAMP ROMAN",45.18453,5.76746,,GENCHAMPROM,1
1557,"GRENOBLE, GRAND'PLACE",45.15924,5.73249,,GENGRDPLACE,1
1558,"GRENOBLE, GRAND'PLACE",45.1589,5.73205,,GENGRDPLACE,1
1560,"ECHIROLLES, LES GLIERES",45.14962,5.71167,,GENGLIERES,0
1561,"ECHIROLLES, LES GLIERES",45.1497,5.7116,,GENGLIERES,0
1563,"GRENOBLE, FLANDRIN - VALMY",45.18649,5.74435,,GENVALMY,1
1564,"GRENOBLE, FLANDRIN - VALMY",45.18656,5.74436,,GENVALMY,1
1565,"GIERES, PLACE DE LA REPUBLIQUE",45.18207,5.79269,,GENPLREPUBL,1
1566,"GIERES, PLACE DE LA REPUBLIQUE",45.1821,5.79257,,GENPLREPUBL,1
1568,"GRENOBLE, GRAND'PLACE",45.15893,5.73179,,GENGRDPLACE,1
1570,"GRENOBLE, GRAND'PLACE",45.15926,5.73197,,GENGRDPLACE,1
1572,"GRENOBLE, DOCTEUR SCHWEITZER",45.17238,5.70678,,GENDRSCHWEI,1
1573,"GRENOBLE, HENRI DUNANT",45.17441,5.7083,,GENHDUNANT,1
1574,"SAINT-EGREVE, CAP DES H'",45.21732,5.68127,,GENCAPDESH,0
1575,"EYBENS, LE VERDERET",45.14694,5.75428,,GENVERDERET,1
1577,"EYBENS, LE VERDERET",45.14697,5.75434,,GENVERDERET,1
1578,"EYBENS, MAISONS NEUVES",45.16518,5.74269,,GENMAISNEUV,1
1579,"EYBENS, MAISONS NEUVES",45.16491,5.74252,,GENMAISNEUV,1
1580,"GRENOBLE, DOCTEUR MARTIN",45.18679,5.72798,,GENDRMARTIN,0
1582,"LA TRONCHE, HOPITAL",45.20151,5.74237,,GENTRONCHOP,1
1583,"LA TRONCHE, HOPITAL",45.20067,5.74203,,GENTRONCHOP,0
1584,"EYBENS, MAISONS NEUVES",45.16475,5.74232,,GENMAISNEUV,1
1589,"CORENC, CROIX DE MONTFLEURY",45.20883,5.74926,,GENCXMONTFL,1
1590,"GRENOBLE, SAINT-BRUNO",45.18592,5.71403,,GENSTBRUNO,1
1591,"SASSENAGE, L'OVALIE",45.20976,5.66693,,GENOVALIE,1
1596,"GRENOBLE, DOCTEUR MARTIN",45.18705,5.72738,,GENDRMARTIN,0
1597,"GRENOBLE, DOCTEUR MARTIN",45.18705,5.72711,,GENDRMARTIN,0
1598,"SASSENAGE, MALADIERE",45.20763,5.68023,,GENMALADIER,0
1599,"VEUREY-VOROIZE, CHATELARD",45.27353,5.60481,,GENCHATELAR,1
1601,"GRENOBLE, VICTOR HUGO",45.18955,5.72492,,GENVICTHUGO,1
1602,"GRENOBLE, VICTOR HUGO",45.18906,5.72533,,GENVICTHUGO,1
1603,"CORENC, LE CEDRE",45.20793,5.75527,,GENCEDRE,0
1604,"CORENC, LE CEDRE",45.20783,5.75552,,GENCEDRE,0
1605,"MEYLAN, CROIX DE CIBEINS",45.226,5.7842,,GENCXCIBENS,0
1606,"MEYLAN, CROIX DE CIBEINS",45.22566,5.78461,,GENCXCIBENS,0
1608,"CLAIX, VAL D'ALLIERES",45.1069,5.66532,,GENVALALLIE,0
1611,"FONTAINE, LA POYA",45.19727,5.6722,,GENLAPOYA,1
1612,"FONTAINE, LA POYA",45.19708,5.67257,,GENLAPOYA,1
1613,"FONTAINE, LA POYA",45.19721,5.67203,,GENLAPOYA,1
1614,"SAINT-EGREVE, CAP DES H'",45.21705,5.68147,,GENCAPDESH,1
1617,"GRENOBLE, VERLAINE",45.1621,5.71605,,GENVERLAINE,1
1618,"GRENOBLE, VERLAINE",45.16237,5.71617,,GENVERLAINE,1
1623,"EYBENS, L'ILIADE",45.14744,5.74621,,GENILIADE,1
1624,"EYBENS, L'ILIADE",45.14667,5.74481,,GENILIADE,1
1630,"GRENOBLE, HOTEL DE VILLE",45.18743,5.73751,,GENGREHOTEL,1
1631,"GRENOBLE, HOTEL DE VILLE",45.18754,5.73736,,GENGREHOTEL,1
1633,"LA TRONCHE, CARRONNERIE - ILE D'AMOUR",45.2006,5.75804,,GENCARONRIE,1
1636,"MEYLAN, PLAINE FLEURIE",45.20332,5.76211,,GENPLAINEFL,1
1637,"MEYLAN, FACULTE DE PHARMACIE",45.2119,5.77457,,GENFACPHARM,1
1638,"MEYLAN, FACULTE DE PHARMACIE",45.2115,5.77393,,GENFACPHARM,1
1639,"MEYLAN, LA REVIREE",45.20741,5.76798,,GENREVIREE,1
1641,"MEYLAN, LYCEE DU GRESIVAUDAN",45.21341,5.78085,,GENLYCGRESI,1
1642,"MEYLAN, LA DETOURBE",45.22341,5.79375,,GENDETOURBE,0
1645,"GRENOBLE, RAYMOND CHANAS",45.15942,5.73774,,GENRAYCHANA,1
1646,"GRENOBLE, RAYMOND CHANAS",45.15968,5.73822,,GENRAYCHANA,1
1651,"SEYSSINET-PARISET, CIMETIERE",45.16967,5.68346,,GENCIMESEYP,1
1652,"SEYSSINET-PARISET, PERCEVALIERE",45.17016,5.68682,,GENPERCEVAL,1
1654,"SEYSSINET-PARISET, SEYSSINET-PARISET HOTEL DE VILLE",45.18078,5.69708,,GENSEYHDV,1
1655,"SEYSSINS, GRAND PRE - CENTRE SUD",45.17084,5.69457,,GENCENTRESU,1
1656,"FONTAINE, LOUIS MAISONNAT",45.18912,5.69409,,GENMAISONNA,1
1659,"FONTAINE, LOUIS MAISONNAT",45.18906,5.69444,,GENMAISONNA,1
1660,"SEYSSINET-PARISET, SEYSSINET-PARISET HOTEL DE VILLE",45.18109,5.69707,,GENSEYHDV,1
1661,"SEYSSINET-PARISET, GRAND PRE - CENTRE SUD",45.17095,5.69462,,GENCENTRESU,1
1662,"SEYSSINET-PARISET, PERCEVALIERE",45.17027,5.6865,,GENPERCEVAL,1
1665,"FONTAINE, ANCIENNE MAIRIE",45.19298,5.67786,,GENANCIEMAI,1
1666,"FONTAINE, ANCIENNE MAIRIE",45.19272,5.67806,,GENANCIEMAI,1
1667,"FONTAINE, JEAN PREVOST",45.18999,5.68237,,GENJEANPREV,1
1668,"FONTAINE, JEAN PREVOST",45.18955,5.68276,,GENJEANPREV,1
1669,"FONTAINE, KARL MARX",45.18675,5.68707,,GENKARLMARX,1
1670,"FONTAINE, KARL MARX",45.18652,5.68729,,GENKARLMARX,1
1671,"SEYSSINET-PARISET, ARISTIDE BERGES",45.18422,5.69149,,GENARBERGES,0
1672,"SEYSSINET-PARISET, BERGES - VERCORS",45.18424,5.6919,,GENARBERGES,1
1678,"ECHIROLLES, GARE",45.15321,5.71927,,GENECHIGARD,0
1686,"FONTAINE, PLACE DU MARCHE CACHIN",45.19589,5.69065,,GENPLACMARC,1
1689,"SAINT-MARTIN-D'HERES, NEYRPIC - BELLEDONNE",45.18587,5.75758,,GENNEYRBELL,1
1690,"SAINT-MARTIN-D'HERES, NEYRPIC - BELLEDONNE",45.18591,5.75743,,GENNEYRBELL,1
1691,"SAINT-MARTIN-LE-VINOUX, LOUIS GAGNIERE",45.21485,5.68576,,GENGAGNIERE,0
1692,"VIF, URIOL",45.06067,5.66866,,GENURIOL,1
1693,"VIF, URIOL",45.06064,5.66856,,GENURIOL,0
1694,"VARCES-ALLIERES-ET-RISSET, CHAMBORD",45.08501,5.66718,,GENCHAMBORD,0
1695,"VARCES-ALLIERES-ET-RISSET, CHAMBORD",45.08519,5.66714,,GENCHAMBORD,0
1696,"GRENOBLE, CHAVANT",45.18502,5.73233,,GENCHAVANT,1
1698,"GRENOBLE, CHAVANT",45.18482,5.73245,,GENCHAVANT,1
1699,"EYBENS, LA MARITELLE",45.14415,5.74057,,GENMARITELL,1
1700,"EYBENS, LA MARITELLE",45.14402,5.74011,,GENMARITELL,1
1732,"ECHIROLLES, DRAC",45.14938,5.69417,,GENDRAC2,1
1733,"ECHIROLLES, DRAC",45.14895,5.69397,,GENDRAC2,1
1734,"ECHIROLLES, COMBOIRE",45.14583,5.69082,,GENCOMBOIRE,1
1736,"SEYSSINS, LES NALETTES",45.15212,5.68897,,GENNALETTES,1
1737,"SEYSSINS, HAMEAU DES CHAUMIERES",45.15464,5.68953,,GENCHAUMIER,1
1738,"SEYSSINS, LE PRISME",45.16632,5.69038,,GENPRISME,1
1739,"SEYSSINS, LE PRISME",45.16639,5.69055,,GENPRISME,1
1740,"SEYSSINS, GARLETTES",45.14748,5.67773,,GENGARLETTE,0
1742,"CLAIX, LA CROIX ROLLAND",45.12942,5.67122,,GENCRXROLLA,0
1744,"CLAIX, LA CROIX ROLLAND",45.1292,5.67128,,GENCRXROLLA,0
1746,"SEYSSINS, GARLETTES",45.14733,5.67772,,GENGARLETTE,0
1747,"SEYSSINS, HAMEAU DES CHAUMIERES",45.1547,5.68938,,GENCHAUMIER,1
1749,"SEYSSINS, LE PRISME",45.16636,5.69037,,GENPRISME,1
1750,"CLAIX, COL DE COMBOIRE",45.14019,5.67317,,GENCOLCOMBO,1
1751,"CLAIX, COL DE COMBOIRE",45.14004,5.6732,,GENCOLCOMBO,1
1755,"SEYSSINS, PARC FRANCOIS MITTERRAND",45.16282,5.68532,,GENPFMITTER,1
1756,"SEYSSINS, PARC FRANCOIS MITTERRAND",45.16287,5.6853,,GENPFMITTER,1
1757,"SEYSSINS, L'AGNEAU",45.1613,5.68296,,GENLAGNEAU,1
1758,"SEYSSINS, BEAUVOIR",45.15899,5.68325,,GENBEAUVOIR,0
1765,"GRENOBLE, DRIANT",45.18259,5.73409,,GENDRIANT,1
1766,"GRENOBLE, DRIANT",45.18229,5.7341,,GENDRIANT,1
1767,"GRENOBLE, DOCTEUR MARTIN",45.18678,5.72783,,GENDRMARTIN,1
1768,"SEYSSINS, PLACE DU VILLAGE",45.1558,5.68089,,GENPLACEVIL,1
1770,"DOMENE, COUBERTIN",45.20004,5.83528,,GENCOUBERTI,1
1771,"DOMENE, COUBERTIN",45.20003,5.83537,,GENCOUBERTI,1
1772,"SEYSSINET-PARISET, TUILERIE",45.16904,5.69208,,GENTUILERIE,1
1773,"SEYSSINS, TUILERIE",45.16906,5.69215,,GENTUILERIE,1
1774,"SAINT-MARTIN-D'HERES, MAISONS BLANCHES",45.16674,5.76339,,GENMAISBLAN,1
1779,"SEYSSINET-PARISET, ARISTIDE BERGES",45.18507,5.69455,,GENARBERGES,1
1780,"SEYSSINET-PARISET, ARISTIDE BERGES",45.18551,5.69465,,GENARBERGES,1
1783,"GRENOBLE, ANDRE ARGOUGES",45.17592,5.74404,,GENARGOUGES,1
1784,"GRENOBLE, ANDRE ARGOUGES",45.17506,5.74475,,GENARGOUGES,1
1785,"SASSENAGE, MALADIERE",45.20773,5.68048,,GENMALADIER,0
1789,"SASSENAGE, CHATEAU",45.21229,5.66176,,GENCHATSASS,1
1790,"SASSENAGE, CHATEAU",45.21224,5.66167,,GENCHATSASS,1
1794,"GRENOBLE, GRAND'PLACE",45.15922,5.73219,,GENGRDPLACE,1
1836,"VEUREY-VOROIZE, MAIRIE",45.27311,5.61282,,GENVEUREYMA,1
1839,"CLAIX, PONT ROUGE",45.1186,5.69331,,GENPTROUGE,1
1840,"CLAIX, PONT ROUGE",45.11858,5.69319,,GENPTROUGE,1
1841,"CLAIX, PONT ROUGE",45.11832,5.69254,,GENPTROUGE,1
1842,"LE PONT-DE-CLAIX, PONT-DE-CLAIX MAIRIE",45.12295,5.6978,,GENPTCLXMAI,1
1843,"LE PONT-DE-CLAIX, PONT-DE-CLAIX MAIRIE",45.12288,5.6977,,GENPTCLXMAI,1
1850,"SAINT-MARTIN-D'HERES, ETIENNE GRAPPE",45.17222,5.75773,,GENETIEGRAP,1
1851,"SAINT-MARTIN-D'HERES, ETIENNE GRAPPE",45.17211,5.75752,,GENETIEGRAP,1
1852,"SAINT-MARTIN-D'HERES, ROCHEPLANE",45.1783,5.76236,,GENROCHEPLA,1
1853,"SAINT-MARTIN-D'HERES, ROCHEPLANE",45.17826,5.76231,,GENROCHEPLA,1
1854,"GIERES, EPICEA",45.1946,5.77597,,GENEPICEA,1
1855,"GIERES, EPICEA",45.19584,5.77467,,GENEPICEA,1
1859,"SASSENAGE, VIEUX DONJON",45.21137,5.64968,,GENVIEUXDON,0
1860,"SASSENAGE, VIEUX DONJON",45.21138,5.64977,,GENVIEUXDON,0
1861,"SEYSSINS, ANCIENNE GARE",45.15978,5.68178,,GENANCIGARE,0
1862,"SEYSSINS, L'AGNEAU",45.16196,5.68278,,GENLAGNEAU,1
1863,"SAINT-MARTIN-D'HERES, PORTE DU GRESIVAUDAN",45.18253,5.77665,,GENPORTGRES,1
1864,"SAINT-MARTIN-D'HERES, PORTE DU GRESIVAUDAN",45.18232,5.77697,,GENPORTGRES,1
1871,"CLAIX, MAIRIE",45.12026,5.67247,,GENCLAIXMAI,1
1872,"CLAIX, MAIRIE",45.12026,5.67328,,GENCLAIXMAI,1
1875,"CLAIX, CHARRIERES",45.11599,5.68888,,GENCHARRIER,0
1876,"CLAIX, CHARRIERES",45.11599,5.68896,,GENCHARRIER,0
1877,"CLAIX, SAINT-MICHEL",45.11203,5.68452,,GENSAINTMIC,0
1878,"CLAIX, SAINT-MICHEL",45.1122,5.68471,,GENSAINTMIC,0
1879,"CLAIX, LES BAUCHES",45.11083,5.67865,,GENBAUCHES,0
1880,"VARCES-ALLIERES-ET-RISSET, LES BAUCHES",45.11052,5.67808,,GENBAUCHES,0
1881,"CLAIX, BEL HORIZON",45.10866,5.672,,GENBELHORIZ,0
1882,"CLAIX, BEL HORIZON",45.1088,5.67191,,GENBELHORIZ,0
1883,"CLAIX, LA BATIE",45.11184,5.67193,,GENLABATIE,0
1884,"CLAIX, LA BATIE",45.11192,5.67188,,GENLABATIE,0
1885,"CLAIX, LA CHENAIE",45.11419,5.67268,,GENCHENAIE,0
1886,"CLAIX, LA CHENAIE",45.11418,5.67262,,GENCHENAIE,0
1887,"CLAIX, GRANDS CHAMPS",45.11683,5.67345,,GENGRANCHAM,0
1888,"CLAIX, GRANDS CHAMPS",45.11699,5.6734,,GENGRANCHAM,0
1889,"CLAIX, MAIRIE",45.11972,5.67257,,GENCLAIXMAI,0
1890,"CLAIX, MALHIVERT",45.13254,5.66688,,GENMALHIVER,0
1891,"CLAIX, MALHIVERT",45.13207,5.66662,,GENMALHIVER,0
1892,"CLAIX, CHEMIN DE L'ABBE",45.13521,5.66842,,GENCHEABBE,0
1893,"CLAIX, CHEMIN DE L'ABBE",45.13524,5.66835,,GENCHEABBE,0
1894,"CLAIX, COSSEY",45.13895,5.67006,,GENCOSSEY,0
1895,"CLAIX, COSSEY",45.13886,5.67017,,GENCOSSEY,0
1899,"SEYSSINS, PRE NOUVEL",45.15117,5.67992,,GENPRENOUVE,1
1900,"SEYSSINS, PRE NOUVEL",45.15122,5.6798,,GENPRENOUVE,1
1905,"VARCES-ALLIERES-ET-RISSET, LA POMMERAIE",45.08761,5.67221,,GENPOMMERAI,0
1906,"VARCES-ALLIERES-ET-RISSET, LA POMMERAIE",45.08765,5.67206,,GENPOMMERAI,0
1907,"VARCES-ALLIERES-ET-RISSET, LES PLATANES",45.08961,5.67561,,GENPLATANES,0
1908,"VARCES-ALLIERES-ET-RISSET, LES TISSERANDS",45.09196,5.67473,,GENTISSERAN,0
1909,"VARCES-ALLIERES-ET-RISSET, CITE SCOLAIRE",45.09518,5.67434,,GENCITESCOL,1
1910,"VARCES-ALLIERES-ET-RISSET, LA GIRAUDIERE",45.09485,5.68009,,GENGIRAUDIE,0
1911,"VARCES-ALLIERES-ET-RISSET, LA GIRAUDIERE",45.09503,5.67982,,GENGIRAUDIE,0
1912,"VARCES-ALLIERES-ET-RISSET, CITE SCOLAIRE",45.09496,5.6744,,GENCITESCOL,1
1913,"VARCES-ALLIERES-ET-RISSET, LES TISSERANDS",45.09203,5.67463,,GENTISSERAN,0
1914,"VARCES-ALLIERES-ET-RISSET, LES PLATANES",45.0893,5.67546,,GENPLATANES,0
1915,"CLAIX, MAIRIE",45.12058,5.67351,,GENCLAIXMAI,1
1917,"CLAIX, LES FAYARDS",45.12201,5.67562,,GENFAYARDS,0
1918,"CLAIX, LES FAYARDS",45.1221,5.67561,,GENFAYARDS,0
1921,"CLAIX, LES TAILLIS",45.11315,5.66589,,GENTAILLIS,0
1922,"CLAIX, LES TAILLIS",45.11316,5.66577,,GENTAILLIS,0
1923,"CLAIX, FOND RATEL",45.12208,5.68921,,GENFONDRATE,0
1924,"CLAIX, FOND RATEL",45.12215,5.68935,,GENFONDRATE,0
1925,"CLAIX, LES EGLANTIERS",45.11803,5.67303,,GENEGLANTIE,0
1926,"CLAIX, LES EGLANTIERS",45.11816,5.67297,,GENEGLANTIE,0
1927,"VARCES-ALLIERES-ET-RISSET, RISSET",45.10697,5.6729,,GENRISSET,0
1928,"VARCES-ALLIERES-ET-RISSET, RISSET",45.10724,5.67309,,GENRISSET,0
1929,"VARCES-ALLIERES-ET-RISSET, PAVILLON",45.1084,5.67434,,GENPAVILLON,0
1930,"VARCES-ALLIERES-ET-RISSET, PAVILLON",45.1084,5.67425,,GENPAVILLON,0
1932,"CLAIX, POMPIDOU",45.1204,5.69184,,GENPOMPIDOU,1
1933,"VARCES-ALLIERES-ET-RISSET, ROND-POINT DE L'EUROPE",45.09312,5.68375,,GENRONDEURO,1
1934,"VARCES-ALLIERES-ET-RISSET, ROND-POINT DE L'EUROPE",45.09303,5.68364,,GENRONDEURO,1
1935,"VARCES-ALLIERES-ET-RISSET, L'ORIEL",45.08993,5.68358,,GENORIEL,1
1936,"VARCES-ALLIERES-ET-RISSET, L'ORIEL",45.089,5.68363,,GENORIEL,1
1937,"EYBENS, LES JAVAUX",45.14956,5.74934,,GENJAVAUX,0
1938,"EYBENS, LES JAVAUX",45.1498,5.74983,,GENJAVAUX,0
1939,"CLAIX, PONT ROUGE",45.1186,5.69289,,GENPTROUGE,1
1940,"VARCES-ALLIERES-ET-RISSET, SAINT-ANGE",45.09759,5.68395,,GENSTEANGE,1
1941,"VARCES-ALLIERES-ET-RISSET, SAINT-ANGE",45.09683,5.68367,,GENSTEANGE,1
1942,"VARCES-ALLIERES-ET-RISSET, LE ROCHEFORT",45.10226,5.68584,,GENROCHEFOR,1
1943,"VARCES-ALLIERES-ET-RISSET, LE ROCHEFORT",45.10164,5.68534,,GENROCHEFOR,1
1944,"VARCES-ALLIERES-ET-RISSET, PRE DE L'ORME",45.10893,5.68813,,GENPREORME,0
1945,"VARCES-ALLIERES-ET-RISSET, PRE DE L'ORME",45.11039,5.68855,,GENPREORME,0
1950,"SEYSSINS, LE CELLIER",45.16146,5.67351,,GENLECELLIE,0
1951,"SEYSSINS, LE CELLIER",45.16149,5.67354,,GENLECELLIE,0
1952,"SEYSSINS, LES COTES",45.15562,5.67149,,GENLESCOTES,0
1953,"SEYSSINS, LES COTES",45.15606,5.6713,,GENLESCOTES,0
1954,"SEYSSINS, LE PARLEMENT",45.15863,5.67454,,GENLEPARL,1
1955,"SEYSSINS, LE PARLEMENT",45.15864,5.67447,,GENLEPARL,1
1956,"SEYSSINS, LE PRIOU",45.15698,5.6788,,GENLEPRIOU,0
1957,"SEYSSINS, PLACE DU VILLAGE",45.15583,5.68083,,GENPLACEVIL,1
1961,"VARCES-ALLIERES-ET-RISSET, REPUBLIQUE",45.08635,5.68299,,GENVARCESRE,1
1962,"VIF, LE MASSEGU",45.0521,5.67521,,GENMASSEGU,1
1963,"VIF, LE MASSEGU",45.05195,5.67464,,GENMASSEGU,1
1969,"GRENOBLE, VERDUN - PREFECTURE",45.18841,5.73083,,GENVERDUN,1
1970,"GRENOBLE, VERDUN - PREFECTURE",45.18839,5.73105,,GENVERDUN,1
1977,"SEYSSINS, PLACE DU VILLAGE",45.1564,5.6814,,GENPLACEVIL,1
1978,"SEYSSINS, PLACE DU VILLAGE",45.15628,5.68128,,GENPLACEVIL,1
1986,"GRENOBLE, CASERNE DE BONNE",45.18506,5.72533,,GENCASBONNE,1
1987,"GRENOBLE, CASERNE DE BONNE",45.18509,5.72542,,GENCASBONNE,1
1988,"SAINT-EGREVE, SAN MARINO BARRAGE",45.23675,5.65974,,GENSAMMARIN,0
1990,"GRENOBLE, CHAVANT",45.18551,5.7312,,GENCHAVANT,1
1991,"GRENOBLE, CHAVANT",45.18534,5.73149,,GENCHAVANT,1
1994,"MEYLAN, AIGUINARDS-HEXAGONE",45.20508,5.76438,,GENAIGUIHEX,1
1995,"MEYLAN, AIGUINARDS-HEXAGONE",45.20512,5.76472,,GENAIGUIHEX,1
2004,"GRENOBLE, ARLEQUIN",45.16359,5.73057,,GENARLEQUIN,1
2005,"GRENOBLE, ARLEQUIN",45.16359,5.73048,,GENARLEQUIN,1
2006,"GRENOBLE, LA BRUYERE",45.16632,5.73124,,GENBRUYERE,1
2007,"GRENOBLE, LA BRUYERE",45.16635,5.73118,,GENBRUYERE,1
2008,"GRENOBLE, MALHERBE",45.16946,5.73227,,GENMALHERBE,1
2009,"GRENOBLE, MALHERBE",45.16937,5.73217,,GENMALHERBE,1
2010,"GRENOBLE, MC2: MAISON DE LA CULTURE",45.17347,5.73206,,GENMAICULTU,1
2011,"GRENOBLE, MC2: MAISON DE LA CULTURE",45.17346,5.73196,,GENMAICULTU,1
2012,"GRENOBLE, MOUNIER",45.17899,5.73186,,GENMOUNIER,1
2013,"GRENOBLE, MOUNIER",45.179,5.73179,,GENMOUNIER,1
2014,"GRENOBLE, ALBERT 1ER DE BELGIQUE",45.18177,5.73173,,GENALB1BELG,1
2015,"GRENOBLE, ALBERT 1ER DE BELGIQUE",45.18168,5.73167,,GENALB1BELG,1
2018,"GRENOBLE, VERDUN - PREFECTURE",45.18832,5.73152,,GENVERDUN,1
2019,"GRENOBLE, VERDUN - PREFECTURE",45.1883,5.73144,,GENVERDUN,1
2020,"GRENOBLE, HUBERT DUBEDOUT - MAISON DU TOURISME",45.19023,5.72822,,GENDUBEDOUT,1
2021,"GRENOBLE, HUBERT DUBEDOUT - MAISON DU TOURISME",45.1902,5.72822,,GENDUBEDOUT,1
2026,"GRENOBLE, ALSACE-LORRAINE",45.18951,5.71999,,GENALSACELO,1
2027,"GRENOBLE, ALSACE-LORRAINE",45.18946,5.71997,,GENALSACELO,1
2030,"GRENOBLE, SAINT-BRUNO",45.18838,5.71343,,GENSTBRUNOT,1
2031,"GRENOBLE, SAINT-BRUNO",45.18834,5.71342,,GENSTBRUNOT,1
2032,"GRENOBLE, BERRIAT-LE MAGASIN",45.18873,5.70667,,GENBERRIAT,1
2033,"GRENOBLE, BERRIAT-LE MAGASIN",45.18878,5.70647,,GENBERRIAT,1
2034,"FONTAINE, LES FONTAINADES - LE VOG",45.18914,5.69845,,GENFONTAINA,1
2035,"FONTAINE, LES FONTAINADES - LE VOG",45.18909,5.69844,,GENFONTAINA,1
2036,"FONTAINE, LOUIS MAISONNAT",45.18923,5.69401,,GENMAISONNA,1
2037,"FONTAINE, LOUIS MAISONNAT",45.18921,5.69401,,GENMAISONNA,1
2038,"FONTAINE, HOTEL DE VILLE - LA SOURCE",45.19138,5.68729,,GENFONTAHDV,1
2039,"FONTAINE, HOTEL DE VILLE - LA SOURCE",45.19134,5.68727,,GENFONTAHDV,1
2040,"FONTAINE, CHARLES MICHELS",45.1939,5.68011,,GENCHARLMIC,1
2041,"FONTAINE, CHARLES MICHELS",45.19386,5.68009,,GENCHARLMIC,1
2043,"GRENOBLE, SAINTE-CLAIRE - LES HALLES",45.19147,5.73063,,GENSTECLAIR,1
2044,"GRENOBLE, SAINTE-CLAIRE - LES HALLES",45.19146,5.73068,,GENSTECLAIR,1
2045,"GRENOBLE, NOTRE-DAME - MUSEE",45.19361,5.73207,,GENNOTREDAM,1
2046,"GRENOBLE, NOTRE-DAME - MUSEE",45.19358,5.73214,,GENNOTREDAM,1
2047,"GRENOBLE, ILE VERTE",45.19729,5.7367,,GENILEVERTE,1
2048,"GRENOBLE, ILE VERTE",45.19725,5.73676,,GENILEVERTE,1
2049,"GRENOBLE, HOPITAL",45.20065,5.74116,,GENTRONCHOP,1
2050,"GRENOBLE, HOPITAL",45.20061,5.74123,,GENTRONCHOP,1
2051,"LA TRONCHE, MICHALLON",45.20035,5.74531,,GENMICHALLO,1
2052,"LA TRONCHE, MICHALLON",45.20028,5.74533,,GENMICHALLO,1
2053,"LA TRONCHE, GRAND SABLON",45.19908,5.75002,,GENGRDSABLO,1
2054,"LA TRONCHE, GRAND SABLON",45.19903,5.75,,GENGRDSABLO,1
2055,"SAINT-MARTIN-D'HERES, LES TAILLEES - UNIVERSITES",45.19223,5.75786,,GENTAILLEES,1
2056,"SAINT-MARTIN-D'HERES, LES TAILLEES - UNIVERSITES",45.19233,5.75785,,GENTAILLEES,1
2057,"SAINT-MARTIN-D'HERES, GABRIEL FAURE",45.19234,5.7643,,GENGABFAURE,1
2058,"SAINT-MARTIN-D'HERES, GABRIEL FAURE",45.19228,5.76431,,GENGABFAURE,1
2059,"GIERES, BIBLIOTHEQUES UNIVERSITAIRES",45.19246,5.77098,,GENBIBLIUNI,1
2060,"GRENOBLE, POLESUD - ALPEXPO",45.15729,5.73295,,GENPOLESUD,1
2061,"GRENOBLE, POLESUD - ALPEXPO",45.15735,5.73296,,GENPOLESUD,1
2062,"ECHIROLLES, LES GRANGES",45.15691,5.7278,,GENGRANGES,1
2063,"ECHIROLLES, LES GRANGES",45.15696,5.72781,,GENGRANGES,1
2064,"ECHIROLLES, SURIEUX",45.15839,5.72187,,GENSURIEUX,1
2065,"ECHIROLLES, SURIEUX",45.15846,5.72192,,GENSURIEUX,1
2066,"ECHIROLLES, ESSARTS - LA BUTTE",45.15588,5.71918,,GENESSARTS,1
2067,"ECHIROLLES, ESSARTS - LA BUTTE",45.15588,5.71909,,GENESSARTS,1
2068,"ECHIROLLES, LA RAMPE - CENTRE-VILLE",45.14879,5.71796,,GENRAMPE,1
2069,"ECHIROLLES, LA RAMPE - CENTRE-VILLE",45.14879,5.71787,,GENRAMPE,1
2070,"ECHIROLLES, MARIE CURIE",45.14571,5.71718,,GENMARIECUR,1
2071,"ECHIROLLES, MARIE CURIE",45.14573,5.71708,,GENMARIECUR,1
2072,"ECHIROLLES, AUGUSTE DELAUNE",45.1425,5.71536,,GENADELAUNE,1
